	關卡類型	主關卡ID	次關卡ID	難度	前置關卡	背景編碼	ICON編碼	開放等級	消耗AP	次數限制	重置規則	戰力指標	時間限制	環境損傷	單人模式	特殊規則	場景編碼	配置編碼	音樂	BOSS進場音樂	BOSS戰音樂	隱藏要素	通關條件1	通關條件1參數	通關條件2	通關條件2參數	通關條件3	通關條件3參數	首破經驗	首破金幣	首破戰利品	獲得經驗	獲得金幣	獲得戰利品	獲得熟練度	BOSS介紹	路徑	開始時間	結束時間	起始版本	結束版本	名稱	說明	
145052	9	14505	1	2	null	UI_RaidBoss_BG_05	null	22	0	-1	0	0	150	15	0	200004	stage09_0501_e1	stage09_0501_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145052	null	null	null	6.05.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145053	9	14505	1	3	null	UI_RaidBoss_BG_05	null	22	0	-1	0	0	150	15	0	200004	stage09_0501_e1	stage09_0501_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145053	null	null	null	6.05.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145054	9	14505	1	4	null	UI_RaidBoss_BG_05	null	22	0	-1	0	0	150	15	0	200004	stage09_0501_e1	stage09_0501_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145054	null	null	null	6.05.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145055	9	14505	1	5	null	UI_RaidBoss_BG_05	null	22	0	-1	0	0	150	15	0	200004	stage09_0501_e1	stage09_0501_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145055	null	null	null	6.05.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145061	9	14506	1	1	null	UI_RaidBoss_BG_06	null	22	0	-1	0	0	150	15	0	200004	stage09_0601_e1	stage09_0601_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145101	null	null	null	7.06.0000	null	STAGE_NAME_145061	STAGE_TIP_RAIDBOSS	
145062	9	14506	1	2	null	UI_RaidBoss_BG_06	null	22	0	-1	0	0	150	15	0	200004	stage09_0601_e1	stage09_0601_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145102	null	null	null	7.06.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145063	9	14506	1	3	null	UI_RaidBoss_BG_06	null	22	0	-1	0	0	150	15	0	200004	stage09_0601_e1	stage09_0601_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145103	null	null	null	7.06.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145064	9	14506	1	4	null	UI_RaidBoss_BG_06	null	22	0	-1	0	0	150	15	0	200004	stage09_0601_e1	stage09_0601_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145104	null	null	null	7.06.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
145065	9	14506	1	5	null	UI_RaidBoss_BG_06	null	22	0	-1	0	0	150	15	0	200004	stage09_0601_e1	stage09_0601_e1	BGM01,bgm_st_factory	BGMe1,bgm_st_e1b	BGMe1,bgm_st_e1b	0	13	80000	13	60000	13	40000	0	0	94001	0	0	94001	0	145105	null	null	null	7.06.0000	null	STAGE_NAME_145041	STAGE_TIP_RAIDBOSS	
150011	2	15001	1	1	null	UI_Event_BG_04	null	22	0	2	1	10960	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95001	0	0	95001	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150011	null	
150012	2	15001	1	2	null	UI_Event_BG_04	null	37	0	2	1	51493	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95011	0	0	95011	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150012	null	
150013	2	15001	1	3	null	UI_Event_BG_04	null	52	0	2	1	112620	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95021	0	0	95021	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150013	null	
150014	2	15001	1	4	null	UI_Event_BG_04	null	67	0	2	1	206635	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95031	0	0	95031	0	null	null	null	null	2.00.0000	null	STAGE_NAME_150014	null	
150015	2	15001	1	5	null	UI_Event_BG_04	null	82	0	2	1	311526	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95041	0	0	95041	0	null	null	null	null	3.00.0000	null	STAGE_NAME_150015	null	
150016	2	15001	1	6	null	UI_Event_BG_04	null	97	0	2	1	372665	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95051	0	0	95051	0	null	null	null	null	3.04.0000	null	STAGE_NAME_150011	null	
150017	2	15001	1	7	null	UI_Event_BG_04	null	112	0	2	1	435422	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95061	0	0	95061	0	null	null	null	null	4.06.0000	null	STAGE_NAME_150011	null	
150018	2	15001	1	8	null	UI_Event_BG_04	null	127	0	2	1	496756	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95071	0	0	95071	0	null	null	null	null	4.14.0000	null	STAGE_NAME_150011	null	
150019	2	15001	1	9	null	UI_Event_BG_04	null	142	0	2	1	564290	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95076	0	0	95076	0	null	null	null	null	6.07.0000	null	STAGE_NAME_150011	null	
150020	2	15001	1	10	null	UI_Event_BG_04	null	157	0	2	1	639288	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95081	0	0	95081	0	null	null	null	null	7.08.0000	null	STAGE_NAME_150011	null	
150021	2	15001	1	11	null	UI_Event_BG_04	null	172	0	2	1	700516	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95101	0	0	95101	0	null	null	null	null	10.07.0000	null	STAGE_NAME_150011	null	
150022	2	15001	1	12	null	UI_Event_BG_04	null	187	0	2	1	751851	600	15	0	0	stage02_0101_e1	stage02_0101_e1	BGM01,bgm_st_mine	null	null	0	5	6750	5	4725	5	2363	0	0	95111	0	0	95111	0	null	null	null	null	13.03.0000	null	STAGE_NAME_150011	null	
150111	2	15011	1	1	null	UI_Event_BG_01	null	24	0	2	1	14326	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	30000	0	0	30000	0	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150111	null	
150112	2	15011	1	2	null	UI_Event_BG_01	null	39	0	2	1	58058	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	40000	0	0	40000	0	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150112	null	
150113	2	15011	1	3	null	UI_Event_BG_01	null	54	0	2	1	123288	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	50000	0	0	50000	0	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150113	null	
150114	2	15011	1	4	null	UI_Event_BG_01	null	69	0	2	1	222133	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	60000	0	0	60000	0	0	null	null	null	null	2.00.0000	null	STAGE_NAME_150114	null	
150115	2	15011	1	5	null	UI_Event_BG_01	null	84	0	2	1	319089	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	70000	0	0	70000	0	0	null	null	null	null	3.00.0000	null	STAGE_NAME_150115	null	
150116	2	15011	1	6	null	UI_Event_BG_01	null	99	0	2	1	381012	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	80000	0	0	80000	0	0	null	null	null	null	3.04.0000	null	STAGE_NAME_150111	null	
150117	2	15011	1	7	null	UI_Event_BG_01	null	114	0	2	1	444345	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	100000	0	0	100000	0	0	null	null	null	null	4.06.0000	null	STAGE_NAME_150111	null	
150118	2	15011	1	8	null	UI_Event_BG_01	null	129	0	2	1	504067	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	120000	0	0	120000	0	0	null	null	null	null	4.14.0000	null	STAGE_NAME_150111	null	
150119	2	15011	1	9	null	UI_Event_BG_01	null	144	0	2	1	572475	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	140000	0	0	140000	0	0	null	null	null	null	6.07.0000	null	STAGE_NAME_150111	null	
150120	2	15011	1	10	null	UI_Event_BG_01	null	159	0	2	1	648323	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	160000	0	0	160000	0	0	null	null	null	null	7.08.0000	null	STAGE_NAME_150111	null	
150121	2	15011	1	11	null	UI_Event_BG_01	null	174	0	2	1	707246	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	180000	0	0	180000	0	0	null	null	null	null	10.07.0000	null	STAGE_NAME_150111	null	
150122	2	15011	1	12	null	UI_Event_BG_01	null	189	0	2	1	758650	0	15	0	0	stage02_0201_e1	stage02_0201_e1	BGM01,bgm_st_cyberspace	null	null	0	10	80	10	90	10	100	0	200000	0	0	200000	0	0	null	null	null	null	13.03.0000	null	STAGE_NAME_150111	null	
150211	2	15021	1	1	null	UI_Event_BG_05	null	27	0	2	1	21502	180	15	0	0	stage02_0301_e1	stage02_0301_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95201	0	0	95201	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150211	null	
150212	2	15021	1	2	null	UI_Event_BG_05	null	42	0	2	1	68928	180	15	0	0	stage02_0302_e1	stage02_0302_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95211	0	0	95211	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150212	null	
150213	2	15021	1	3	null	UI_Event_BG_05	null	57	0	2	1	139728	180	15	0	0	stage02_0303_e1	stage02_0303_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95221	0	0	95221	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150213	null	
150214	2	15021	1	4	null	UI_Event_BG_05	null	72	0	2	1	243516	180	15	0	0	stage02_0304_e1	stage02_0304_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95231	0	0	95231	0	null	null	null	null	2.00.0000	null	STAGE_NAME_150214	null	
150215	2	15021	1	5	null	UI_Event_BG_05	null	87	0	2	1	330945	180	15	0	0	stage02_0305_e1	stage02_0305_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95241	0	0	95241	0	null	null	null	null	3.00.0000	null	STAGE_NAME_150215	null	
150216	2	15021	1	6	null	UI_Event_BG_05	null	102	0	2	1	393348	180	15	0	0	stage02_0306_e1	stage02_0306_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95251	0	0	95251	0	null	null	null	null	3.11.0000	null	STAGE_NAME_150211	null	
150217	2	15021	1	7	null	UI_Event_BG_05	null	117	0	2	1	457831	180	15	0	0	stage02_0307_e1	stage02_0307_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95261	0	0	95261	0	null	null	null	null	4.06.0000	null	STAGE_NAME_150211	null	
150218	2	15021	1	8	null	UI_Event_BG_05	null	132	0	2	1	522787	180	15	0	0	stage02_0308_e1	stage02_0308_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95271	0	0	95271	0	null	null	null	null	5.04.0000	null	STAGE_NAME_150211	null	
150219	2	15021	1	9	null	UI_Event_BG_05	null	147	0	2	1	584762	180	15	0	0	stage02_0309_e1	stage02_0309_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95276	0	0	95276	0	null	null	null	null	6.07.0000	null	STAGE_NAME_150211	null	
150220	2	15021	1	10	null	UI_Event_BG_05	null	162	0	2	1	658922	180	15	0	0	stage02_0310_e1	stage02_0310_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95281	0	0	95281	0	null	null	null	null	9.04.0000	null	STAGE_NAME_150211	null	
150221	2	15021	1	11	null	UI_Event_BG_05	null	177	0	2	1	717490	180	15	0	0	stage02_0311_e1	stage02_0311_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95301	0	0	95301	0	null	null	null	null	10.07.0000	null	STAGE_NAME_150211	null	
150222	2	15021	1	12	null	UI_Event_BG_05	null	190	0	2	1	761986	180	15	0	0	stage02_0312_e1	stage02_0312_e1	BGM01,bgm_st_airforce	null	null	0	8	10	8	7	8	2	0	0	95311	0	0	95311	0	null	null	null	null	13.03.0000	null	STAGE_NAME_150211	null	
150311	2	15031	1	1	null	UI_Event_BG_02	null	30	0	2	1	28636	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	500	0	0	500	0	0	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150311	null	
150312	2	15031	1	2	null	UI_Event_BG_02	null	45	0	2	1	80724	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	750	0	0	750	0	0	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150312	null	
150313	2	15031	1	3	null	UI_Event_BG_02	null	60	0	2	1	158228	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	1000	0	0	1000	0	0	0	null	null	null	null	1.00.0000	null	STAGE_NAME_150313	null	
150314	2	15031	1	4	null	UI_Event_BG_02	null	75	0	2	1	265570	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	1250	0	0	1250	0	0	0	null	null	null	null	2.00.0000	null	STAGE_NAME_150314	null	
150315	2	15031	1	5	null	UI_Event_BG_02	null	90	0	2	1	343215	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	1500	0	0	1500	0	0	0	null	null	null	null	3.00.0000	null	STAGE_NAME_150315	null	
150316	2	15031	1	6	null	UI_Event_BG_02	null	105	0	2	1	405709	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	1750	0	0	1750	0	0	0	null	null	null	null	3.11.0000	null	STAGE_NAME_150311	null	
150317	2	15031	1	7	null	UI_Event_BG_02	null	120	0	2	1	471466	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	2000	0	0	2000	0	0	0	null	null	null	null	4.06.0000	null	STAGE_NAME_150311	null	
150318	2	15031	1	8	null	UI_Event_BG_02	null	135	0	2	1	535138	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	2250	0	0	2250	0	0	0	null	null	null	null	5.04.0000	null	STAGE_NAME_150311	null	
150319	2	15031	1	9	null	UI_Event_BG_02	null	150	0	2	1	597212	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	2500	0	0	2500	0	0	0	null	null	null	null	6.07.0000	null	STAGE_NAME_150311	null	
150320	2	15031	1	10	null	UI_Event_BG_02	null	165	0	2	1	668476	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	2750	0	0	2750	0	0	0	null	null	null	null	9.04.0000	null	STAGE_NAME_150311	null	
150321	2	15031	1	11	null	UI_Event_BG_02	null	180	0	2	1	727780	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	3000	0	0	3000	0	0	0	null	null	null	null	10.07.0000	null	STAGE_NAME_150311	null	
150322	2	15031	1	12	null	UI_Event_BG_02	null	190	0	2	1	761986	600	15	0	0	stage02_0401_e1	stage02_0401_e1	BGM01,bgm_st_island	BGM01,bgm_st_island	null	0	9	21000	9	15000	9	7000	3250	0	0	3250	0	0	0	null	null	null	null	13.03.0000	null	STAGE_NAME_150311	null	
160011	6	16000	1	1	null	bg_tower_stage_001	tower_stage_001	0	0	-1	0	10960	150	15	0	100002	stage06_0001_e1	stage06_0001_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250001	0	0	10	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160011	null	
160021	6	16000	2	1	160011	bg_tower_stage_002	tower_stage_002	0	0	-1	0	14326	150	15	0	100005	stage06_0002_e1	stage06_0002_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250011	0	0	20	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160021	null	
160031	6	16000	3	1	160021	bg_tower_stage_003	tower_stage_003	0	0	-1	0	18223	150	15	0	100003	stage06_0003_e1	stage06_0003_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250021	0	0	30	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160031	null	
160041	6	16000	4	1	160031	bg_tower_stage_004	tower_stage_004	0	0	-1	0	23420	150	15	0	100004	stage06_0004_e1	stage06_0004_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250031	0	0	40	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160041	null	
160051	6	16000	5	1	160041	bg_tower_stage_005	tower_stage_005	0	0	-1	0	28636	150	15	0	101001	stage06_0005_e1	stage06_0005_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss12	0	1	0	1	0	1	0	0	0	250041	0	0	50	0	400411	null	null	null	2.00.0000	null	STAGE_NAME_160051	null	
160061	6	16000	6	1	160051	bg_tower_stage_001	tower_stage_001	0	0	-1	0	34990	150	15	0	100005	stage06_0006_e1	stage06_0006_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250051	0	0	60	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160061	null	
160071	6	16000	7	1	160061	bg_tower_stage_002	tower_stage_002	0	0	-1	0	40379	150	15	0	100003	stage06_0007_e1	stage06_0007_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250061	0	0	70	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160071	null	
160081	6	16000	8	1	160071	bg_tower_stage_003	tower_stage_003	0	0	-1	0	48376	150	15	0	100001	stage06_0008_e1	stage06_0008_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250071	0	0	80	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160081	null	
160091	6	16000	9	1	160081	bg_tower_stage_004	tower_stage_004	0	0	-1	0	54723	150	15	0	100006	stage06_0009_e1	stage06_0009_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250081	0	0	90	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160091	null	
160101	6	16000	10	1	160091	bg_tower_stage_006	tower_stage_006	0	0	-1	0	61684	150	15	0	101002	stage06_0010_e1	stage06_0010_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss21	0	1	0	1	0	1	0	0	0	250091	0	0	100	0	400911	null	null	null	2.00.0000	null	STAGE_NAME_160101	null	
160111	6	16000	11	1	160101	bg_tower_stage_001	tower_stage_001	0	0	-1	0	68928	150	15	0	100001	stage06_0011_e1	stage06_0011_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250101	0	0	110	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160111	null	
160121	6	16000	12	1	160111	bg_tower_stage_002	tower_stage_002	0	0	-1	0	76671	150	15	0	100004	stage06_0012_e1	stage06_0012_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250111	0	0	120	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160121	null	
160131	6	16000	13	1	160121	bg_tower_stage_003	tower_stage_003	0	0	-1	0	84911	150	15	0	100005	stage06_0013_e1	stage06_0013_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250121	0	0	130	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160131	null	
160141	6	16000	14	1	160131	bg_tower_stage_004	tower_stage_004	0	0	-1	0	93680	150	15	0	100006	stage06_0014_e1	stage06_0014_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250131	0	0	140	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160141	null	
160151	6	16000	15	1	160141	bg_tower_stage_007	tower_stage_007	0	0	-1	0	102988	150	15	0	101003	stage06_0015_e1	stage06_0015_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250141	0	0	150	0	401401,401421	null	null	null	2.00.0000	null	STAGE_NAME_160151	null	
160161	6	16000	16	1	160151	bg_tower_stage_001	tower_stage_001	0	0	-1	0	112620	150	15	0	100005	stage06_0016_e1	stage06_0016_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250151	0	0	160	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160161	null	
160171	6	16000	17	1	160161	bg_tower_stage_002	tower_stage_002	0	0	-1	0	123288	150	15	0	100002	stage06_0017_e1	stage06_0017_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250161	0	0	170	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160171	null	
160181	6	16000	18	1	160171	bg_tower_stage_003	tower_stage_003	0	0	-1	0	134118	150	15	0	100004	stage06_0018_e1	stage06_0018_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250171	0	0	180	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160181	null	
160191	6	16000	19	1	160181	bg_tower_stage_004	tower_stage_004	0	0	-1	0	145758	150	15	0	100003	stage06_0019_e1	stage06_0019_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250181	0	0	190	0	null	null	null	null	2.00.0000	null	STAGE_NAME_160191	null	
160201	6	16000	20	1	160191	bg_tower_stage_008	tower_stage_008	0	0	-1	0	158228	150	15	0	101004	stage06_0020_e1	stage06_0020_e1	BGM01,bgm_st_jakob	null	BGM02,bgm_st_boss08	0	1	0	1	0	1	0	0	0	250191	0	0	200	0	401901	null	null	null	2.00.0000	null	STAGE_NAME_160201	null	
160211	6	16000	21	1	160201	bg_tower_stage_001	tower_stage_001	0	0	-1	0	171370	150	15	0	100014	stage06_0021_e1	stage06_0021_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250201	0	0	210	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160211	null	
160221	6	16000	22	1	160211	bg_tower_stage_002	tower_stage_002	0	0	-1	0	185148	150	15	0	100015	stage06_0022_e1	stage06_0022_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250211	0	0	220	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160221	null	
160231	6	16000	23	1	160221	bg_tower_stage_003	tower_stage_003	0	0	-1	0	199379	150	15	0	100013	stage06_0023_e1	stage06_0023_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250221	0	0	230	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160231	null	
160241	6	16000	24	1	160231	bg_tower_stage_004	tower_stage_004	0	0	-1	0	214278	150	15	0	100012	stage06_0024_e1	stage06_0024_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250231	0	0	240	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160241	null	
160251	6	16000	25	1	160241	bg_tower_stage_009	tower_stage_009	0	0	-1	0	229917	150	15	0	101005	stage06_0025_e1	stage06_0025_e1	BGM01,bgm_st_jakob	null	BGM01,bgm_st_boss05	0	1	0	1	0	1	0	0	0	250241	0	0	250	0	402401	null	null	null	2.06.0000	null	STAGE_NAME_160251	null	
160261	6	16000	26	1	160251	bg_tower_stage_001	tower_stage_001	0	0	-1	0	243516	150	15	0	100025	stage06_0026_e1	stage06_0026_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250251	0	0	260	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160261	null	
160271	6	16000	27	1	160261	bg_tower_stage_002	tower_stage_002	0	0	-1	0	258092	150	15	0	100023	stage06_0027_e1	stage06_0027_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250261	0	0	270	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160271	null	
160281	6	16000	28	1	160271	bg_tower_stage_003	tower_stage_003	0	0	-1	0	273124	150	15	0	100022	stage06_0028_e1	stage06_0028_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250271	0	0	280	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160281	null	
160291	6	16000	29	1	160281	bg_tower_stage_004	tower_stage_004	0	0	-1	0	288660	150	15	0	100024	stage06_0029_e1	stage06_0029_e1	BGM01,bgm_st_jakob	null	null	0	1	0	1	0	1	0	0	0	250281	0	0	290	0	null	null	null	null	2.06.0000	null	STAGE_NAME_160291	null	
