鍵值	繁體中文	简体中文	日文	英文	泰文	葡语	西语	德语	俄语	法语	韓文
STAGE_NAME_241012	沙漠工廠	沙漠工厂	油田	Oil Field	โรงงานทะเลทราย	Campo de Petróleo	Campo Petrolero	Ölfeld	Нефтебаза	Champ pétrolier	사막 공장
STAGE_NAME_241022	電力管理工廠	电力管理工厂	電力管理センター	Power Control Center	โรงงานไฟฟ้า	Centro de Controle de Energia	Centro de Control de Energía	Machtkontroll-Zentrum	Электростанция	Centre de contrôle	전력 제어 공장
STAGE_NAME_241032	雪原基地	雪原基地	スノーベース	Snow Base	ฐานทัพหิมะ	Base da Neve	Base de Nieve	Schnee-Base	Снежная база	Base enneigée	설원 기지
STAGE_NAME_241111	電力管理工廠	电力管理工厂	電力管理センター	Power Control Center	โรงงานไฟฟ้า	Centro de Controle de Energia	Centro de Control de Energía	Machtkontroll-Zentrum	Электростанция	Centre de contrôle	전력 제어 공장
STAGE_NAME_241121	雪原基地	雪原基地	スノーベース	Snow Base	ฐานทัพหิมะ	Base da Neve	Base de Nieve	Schnee-Base	Снежная база	Base enneigée	설원 기지
STAGE_NAME_241131	生化實驗室	生化实验室	バイオラボラトリー	Bio Laboratory	ไบโอแลป	Biolaboratório	Laboratorio Biológico	Bio-Labor	Био-лаборатория	Labo biologique	생화학 실험실
STAGE_NAME_241112	電力管理工廠	电力管理工厂	電力管理センター	Power Control Center	โรงงานไฟฟ้า	Centro de Controle de Energia	Centro de Control de Energía	Machtkontroll-Zentrum	Электростанция	Centre de contrôle	전력 제어 공장
STAGE_NAME_241122	雪原基地	雪原基地	スノーベース	Snow Base	ฐานทัพหิมะ	Base da Neve	Base de Nieve	Schnee-Base	Снежная база	Base enneigée	설원 기지
STAGE_NAME_241132	生化實驗室	生化实验室	バイオラボラトリー	Bio Laboratory	ไบโอแลป	Biolaboratório	Laboratorio Biológico	Bio-Labor	Био-лаборатория	Labo biologique	생화학 실험실
STAGE_NAME_241211	雪原基地	雪原基地	スノーベース	Snow Base	ฐานทัพหิมะ	Base de neve	Base de nieve	Schneebasis	Снежная База	Base de neige	설원 기지
STAGE_NAME_241221	生化實驗室	生化实验室	バイオラボラトリー	Bio Laboratory	ไบโอแลป	Bio Laboratório	Laboratorio Biológico	Bio-Labor	Био-Лаборатория	Laboratoire Bio	생화학 실험실
STAGE_NAME_241231	超電磁研究所	超电磁研究所	超電磁研究所	Super-Electromagnetic Lab	ห้องแลปสุดยอดแม่เหล็กไฟฟ้า	Laboratório Super Eletromagnético	Laboratorio Super-Electromagnético	Super-Elektromagnetisches Labor	Супер Электролаборатория	Laboratoire super-électromagnétique	초전자 연구소
STAGE_NAME_241212	雪原基地	雪原基地	スノーベース	Snow Base	ฐานทัพหิมะ	Base de neve	Base de nieve	Schneebasis	Снежная База	Base de neige	설원 기지
STAGE_NAME_241222	生化實驗室	生化实验室	バイオラボラトリー	Bio Laboratory	ไบโอแลป	Bio Laboratório	Laboratorio Biológico	Bio-Labor	Био-Лаборатория	Laboratoire Bio	생화학 실험실
STAGE_NAME_241232	超電磁研究所	超电磁研究所	超電磁研究所	Super-Electromagnetic Lab	ห้องแลปสุดยอดแม่เหล็กไฟฟ้า	Laboratório Super Eletromagnético	Laboratorio Super-Electromagnético	Super-Elektromagnetisches Labor	Супер Электролаборатория	Laboratoire super-électromagnétique	초전자 연구소
STAGE_NAME_241311	生化實驗室	生化实验室	バイオラボラトリー	Bio Laboratory	ไบโอแลป	Biolaboratório	Laboratorio de biología	Bio-Labor	Био-Лаборатория	Laboratoire Bio	생화학 실험실
STAGE_NAME_241321	超電磁研究所	超电磁研究所	超電磁研究所	Super-Electromagnetic Lab	ห้องแลปสุดยอดแม่เหล็กไฟฟ้า	Laboratório Super Eletromagnético	Laboratorio superelectromagnético	Superelektromagnetisches Labor	Супер Электролаборатория	Laboratoire super-électromagnétique	초전자 연구소
STAGE_NAME_241331	電算空間	电算空间	デンサンエリア	Den Area	คอมพิวเตอร์สเปซ	Área da Toca	Área de la guarida	Den Bereich	Логово	Zone de repaire	전뇌 세계
STAGE_NAME_241312	生化實驗室	生化实验室	バイオラボラトリー	Bio Laboratory	ไบโอแลป	Biolaboratório	Laboratorio de biología	Bio-Labor	Био-Лаборатория	Laboratoire Bio	생화학 실험실
STAGE_NAME_241322	超電磁研究所	超电磁研究所	超電磁研究所	Super-Electromagnetic Lab	ห้องแลปสุดยอดแม่เหล็กไฟฟ้า	Laboratório Super Eletromagnético	Laboratorio superelectromagnético	Superelektromagnetisches Labor	Супер Электролаборатория	Laboratoire super-électromagnétique	초전자 연구소
STAGE_NAME_241332	電算空間	电算空间	デンサンエリア	Den Area	คอมพิวเตอร์สเปซ	Área da Toca	Área de la guarida	Den Bereich	Логово	Zone de repaire	전뇌 세계
STAGE_NAME_241411	超電磁研究所	超电磁研究所	超電磁研究所	Super-Electromagnetic Lab	ห้องแลปสุดยอดแม่เหล็กไฟฟ้า	Laboratório Super Eletromagnético	Laboratorio superelectromagnético	Superelektromagnetisches Labor	Супер Электролаборатория	Laboratoire super-électromagnétique	超電磁研究所
STAGE_NAME_241421	電算空間	电算空间	デンサンエリア	Den Area	คอมพิวเตอร์สเปซ	Área da Toca	Área de la guarida	Den Bereich	Логово	Zone de repaire	電算空間
STAGE_NAME_241431	古城	古城	古城	Old Castle	ปราสาทโบราณ	Velho Castelo	Castillo Viejo	Das Alte Schloss	Старый Замок	Vieux château	古城
STAGE_NAME_241412	超電磁研究所	超电磁研究所	超電磁研究所	Super-Electromagnetic Lab	ห้องแลปสุดยอดแม่เหล็กไฟฟ้า	Laboratório Super Eletromagnético	Laboratorio superelectromagnético	Superelektromagnetisches Labor	Супер Электролаборатория	Laboratoire super-électromagnétique	超電磁研究所
STAGE_NAME_241422	電算空間	电算空间	デンサンエリア	Den Area	คอมพิวเตอร์สเปซ	Área da Toca	Área de la guarida	Den Bereich	Логово	Zone de repaire	電算空間
STAGE_NAME_241432	古城	古城	古城	Old Castle	ปราสาทโบราณ	Velho Castelo	Castillo Viejo	Das Alte Schloss	Старый Замок	Vieux château	古城
STAGE_NAME_300011	翼片蜂	翼片蜂	ビーブレイダー	Bee Blader	บี เบลดเดอร์	Bee Blader	Bee Blader	Bee Blader	Пчелолёт	Bee Blader	비 블레이더
STAGE_NAME_300012	巨人機體馬歐	巨人机体马欧	マオー・ザ・ジャイアント	Maoh The Giant	มาโอ เดอะ ไจแอนท์	Maoh The Giant	Maoh The Giant	Maoh The Giant	Гигант Мао	Moah The Giant	마오 더 자이언트
STAGE_NAME_300013	潛盾地鼠	潜盾地鼠	モルボーラー	Mole Borer	โมล บอร์เลอร์	Mole Borer	Mole Borer	Mole Borer	Кротобур	Mole Borer	몰 보러
STAGE_NAME_300014	巨型毒蠍	巨型毒蝎	メガ・スコルピオ	Mega Scorpio	เมก้า สกอร์ปิโอ	Mega Scorpio	Mega Scorpio	Mega-Skorpion	Мега Скорпион	Mega Scorpio	거대 스콜피오
STAGE_NAME_300015	超巨大指令型機器人CF-0	超巨大指令型机器人	超巨大メカニロイドCF-0	Gigantic Mechaniloid CF-0	ไจแกนทิค แมคานิลอยด์ CF-0	Gigantic Mechaniloid CF-0	Gigantic Mechaniloid CF-0	Gigantic Mechaniloid CF-0	Гигантский Механилоид CF-0	Gigantic Mechaniloid CF-0	초거대 메카니로이드 CF-0
STAGE_NAME_300016	邪神壁畫W	机器壁画	ランダ・バンダW	Rangda Bangda W	แรงดา แบงดา W	Rangda Bangda W	Rangda Bangda W	Rangda Bangda W	Рангжа-Бангжа W	Rangda Bangda W	랑다 방다 W
STAGE_NAME_300017	RT-55J	相扑机器人	RT-55J	RT-55J	RT-55J	RT-55J	RT-55J	RT-55J	RT-55J	RT-55J	RT-55J
STAGE_NAME_300018	冰凍企鵝	冰冻企鹅	アイシー・ペンギーゴ	Chill Penguin	ไอซี่ เพนกิโก้	Pinguim do Frio	Chill Penguin	Chill-Pinguin	Чилл Пингвин	Chill Penguin	아이시 펜기고
STAGE_NAME_300021	棕熊號	棕熊号	ブラウンベア	Goliath	โกไลแอธ	Goliath	Goliath	Goliath	Голиаф	Goliath	골리앗
STAGE_NAME_300022	音速鴕鳥	音速鸵鸟	ソニック・オストリーグ	Overdrive Ostrich	โซนิค ออสทริกส์	Overdrive Ostrich	Overdrive Ostrich	Overdrive Strauß	Страус Овердрайв	Overdrive Ostrich	소닉 오스트리그
STAGE_NAME_300023	棘刺變色龍	棘刺变色龙	スティング・カメリーオ	Sting Chameleon	สติง คาเมลีโอ	Sting Chameleon	Sting Chameleon	Chamäleon-Stachel	Жало Хамелеон	Sting Chameleon	스팅 카멜리오
STAGE_NAME_300024	REX-2000	恐龙型机械式机器人战车	REX-2000	REX-2000	REX-2000	REX-2000	REX-2000	REX-2000	REX-2000	REX-2000	REX-2000
STAGE_NAME_300025	瘋狂鸚鵡螺	疯狂鹦鹉螺	マッドノーチラス	Mad Nautilus	แมด นอติลุส	Mad Nautilus	Mad Nautilus	Mad Nautilus	Безумный Наутилус	Mad Nautilus	매드 노틸러스
STAGE_NAME_300026	巨大小矮兵	巨大小矮兵	メットールギガント	Mettaur Gigant	เม็ทยักษ์	Mettaur Gigant	Mettaur Gigant	Mettaur Gigant	Меттаур Гигант	Mettaur Gigant	메톨 기간트
STAGE_NAME_300027	瓦傑力拉FF	瓦杰力拉	ヴァジュリーラFF	Bit	วาจูรีล่า FF	Bit	Bit	Bit	Бит	Bit	바쥬리라FF
STAGE_NAME_300028	強酸海馬	强酸海马	アシッド・シーフォース	Toxic Seahorse	เอซิด ซีฟอร์ช	Toxic Seahorse	Toxic Seahorse	Giftiges Seepferdchen	Токсичный Конёк	Toxic Seahorse	애시드 시포스
STAGE_NAME_300031	蜘蛛王	蜘蛛王	ボスパイダー	Bospider	บอสไปเดอร์	Bospider	Bospider	Bospider	Боспаук	Bospider	보스파이더
STAGE_NAME_300032	炎龍騎兵	炎龙骑兵	マグマード・ドラグーン	Magma Dragoon	แม็กม่าดรากูน	Magma Dragoon	Magma Dragoon	Magma Dragoon	Магма Драгун	Magma Dragoon	마그마드 드라군
STAGE_NAME_300033	手裏劍	手里剑	シュリケイン	Shurikein	เกนจิโบ	Shurikein	Shurikein	Shurikein	Сюрикейн	Shurikein	수리검
STAGE_NAME_300034	曼達雷拉BB	曼达雷拉	マンダレーラBB	Byte	แมนดาเรล่า BB	Byte	Byte	Byte	Байт	Byte	만다레라BB
STAGE_NAME_300035	斬擊者	攻击者	チョップレジスター	Chop Register	ชอป รีจิสเตอร์	Chop Register	Chop Register	Chop-Register	Руб Регистр	Chop Register	촙 레지스터
STAGE_NAME_300036	雷達殺手	雷达机器人	レイダーキラー	Raider Killer	ไรเดอร์คิลเลอร์	Raider Killer	Raider Killer	Raider Killer	Рейдер Убийца	Raider Killer	레이더 킬러
STAGE_NAME_300037	鑽頭人	钻头人	ドリルマン	Drill Man	ดริลแมน	Drill Man	Drill Man	Drill Mann	Дрилл Мен	Drill Man	드릴맨
STAGE_NAME_300038	手裏劍&斬擊者	手里剑与攻击者	シュリケイン&チョップレジスター	Shurikein & Chop Register	เกนจิโบ & ชอป รีจิสเตอร์	Shurikein & Chop Register	Shurikein y Chop Register	Shurikein & Chop-Register	Сюрикейн и Руб Регистр	Shurikein & Chop Register	슈리케인&촙 레지스터
STAGE_NAME_300041	燃燒猛象	燃烧猛象	バーニン・ナウマンダー	Flame Mammoth	เบิร์นนิ่ง โนวแมนเดอร์	Flame Mammoth	Flame Mammoth	Flame Mammoth	Огненный Мамонт	Flame Mammoth	버닝 나우만더
STAGE_NAME_300042	瓦傑力拉FF(盾裝備)	瓦杰力拉FF(盾装备)	ヴァジュリーラFF(盾持ち)	Bit (with Shield)	วาจูรีล่า FF (ติดตั้งโล่)	Bit (com Escudo)	Bit (con escudo)	Bit (mit Abschirmung)	Бит (С Щитом)	Bit (avec bouclier)	바쥬리라FF(실드 장착)
STAGE_NAME_300043	黃惡魔	黄恶魔	イエローデビル	Yellow Devil	เยโล่เดวิล	Yellow Devil	Yellow Devil	Gelber Teufel	Жёлтый Дьявол	Yellow Devil	옐로 데빌
STAGE_NAME_300044	曼達雷拉BB(重力裝備)	曼达雷拉BB(重力装备)	マンダレーラBB(重力操作)	Byte (Gravity Gear)	แมนดาเรล่า BB (ติดตั้งกราวิตี้)	Byte (Equipamento de Gravidade)	Byte (Engranaje de Gravedad)	Byte (Schwerkraftgetriebe)	Байт (Гравитационная Броня)	Byte (Engin de gravité)	만다레라BB(그래비티 기어)
STAGE_NAME_300045	光之巨人	光之巨人	ビッグ・ジ・イルミナ	Illumina	อิลลูมินา	Illumina	Illumina	Illumina	Иллюмина	Illumina	일루미나
STAGE_NAME_300046	地獄粉碎機	地狱粉碎机	ヘルクラッシャー	Hell Crusher	เฮลครัชเชอร์	Hell Crusher	Hell Crusher	Hell Crusher	Адский сокрушитель	Concasseur d'enfer	헬 크리셔
STAGE_NAME_300047	分身蘑菇	分身蘑菇	スプリット・マシュラーム	Split Mushroom	สปลิทมัชรูม	Split Mushroom	Split Mushroom	Gespaltener Pilz	Сплит Гриб	Champignon fendu	스플릿 머쉬룸
STAGE_NAME_300048	磁石蜈蚣	磁石蜈蚣	マグネ・ヒャクレッガー	Magna Centipede	แมกน่า แมเซนติปิด	Magna Centipede	Magna Centipede	Magna Tausendfüßler	Магнагоног	Magna mille-pattes	마그네 센티피드
STAGE_NAME_300051	巨大水晶	巨大水晶	マグナクオーツ	Magna Quartz	แม็กน่า ควอตซ์	Magna Quartz	Magna Quartz	Magna-Quarz	Магна Кварц	Magna Quartz	마그네 쿼츠
STAGE_NAME_300052	冰霜海象	冰霜海象	フロスト・キバトドス	Frost Walrus	ฟรอสต์วอลรัส	Frost Walrus	Frost Walrus	Frost Walrus	Морозный Морж	Frost Walrus	冰霜海象
STAGE_NAME_300053	神業機體‧Ｏ‧稻荷神	神业机体‧Ｏ‧稻荷神	ゴッドカルマシーン・Ｏ・イナリー	Godkarmachine O Inary	ก็อดคาร์แมชชีน โออินารี่	Godkarmachine O Inary	Godkarmachine O Inary	Godkarmachine O Inary	Богобот О Инари	Godkarmachine O Inary	神業機體‧Ｏ‧稻荷神
STAGE_NAME_900011	練習賽	练习赛	練習戦	Practice	ฝึกซ้อม	Prática	Práctica	Praxis	Тренировка	Entraînement	훈련전
STAGE_NAME_900012	排位模擬賽	排位模拟赛	模擬ランキング戦	Ranked Match Simulation	จำลองการจัดอันดับ	Simulação de Partida de Classificação	Simulación de Partida Clasificada	Simulation von Ranglistenspielen	Симуляция рейтингового матча	Simulation de match classé	등급 모의전
STAGE_NAME_900013	對抗賽	对抗赛	3v3フラッグ戦	Combat	ต่อสู้	Combate	Combate	Kampf	Бой	Arcade	대항전
STAGE_TIP_POINT	1.通過活動關卡後，會依照評價、難度給予「活動積分」
2.累積活動積分可以獲得各種積分獎勵，活動結束後則會依照積分來排名發放名次獎勵
3.使用特定的角色、武器挑戰關卡時，可以獲得傷害或是活動積分的額外加成
4.掃蕩獲得的積分會是手動通關的一半，但仍會受到評價與最後一次手動通關時的活動積分加成影響
5.排名結算時，相同積分的玩家可以領取到同等的獎勵 
6.只要在活動時間結束前進入關卡，就算是活動時間結束後才通過關卡後也可以獲得積分，但是不會有積分加成效果，因此排名仍然可能會有所異動。
7.如果在排名結算後才通過關卡，雖然可以獲得積分，但排名的積分不會更新。	1.通过活动关卡后，会依照评价、难度给予【活动积分】
2.累积活动积分可以获得各种积分奖励，活动结束后则会依照积分来排名发放名次奖励
3.使用特定的角色、武器挑战关卡时，可以获得伤害或是活动积分的额外加成
4.跳过获得的积分会是手动通关的一半，但仍会受到评价与最后一次手动通关时的活动积分加成影响
5.排名结算时，相同积分的玩家可以领取到同等的奖励
6.只要在活动时间结束前进入关卡，就算是活动时间结束后才通过关卡后也可以获得积分，但是不会有积分加成效果，因此排名仍然可能会有所异动。
7.如果在排名结算后才通过关卡，虽然可以获得积分，但排名的积分不会更新。	1.イベントステージをクリアすると、
　 難易度やクリア後評価に応じて「スコア」が獲得できます。
2.スコアの累計によって、様々なスコア報酬が獲得できます。
　またイベント終了時、累計スコアのランキング順位によって
